SiteName	ProductName	PeriodName	DemandMean	DemandStdDev	Intermittency	DemandClass	NonZeroDemandMean	NonZeroDemandStdDev	InterDemandIntervalMean	NonZeroDemandCV2	Variability	Clumpiness	ScenarioID	ScenarioStepNumber	AvgOrderQty	CostOfGoods	TotalWeight	TotalCube	PotentialRevenue	AggregationPeriodCount	TotalDemandQty
cz_2	FG_01	PERIOD_003	9.19355	28.56620	Intermittent	Slow	95.00000	3.60555	10.00000	0.00144	LowVariable		0	1	95.00000	28500.00000	8550.00000	285.00000	29925.00000	31	285.00000
cz_2	FG_01	PERIOD_004	9.10000	27.83120	Intermittent	Slow	91.00000	7.21110	7.25000	0.00628	HighlyVariable		0	1	91.00000	27300.00000	8190.00000	273.00000	28665.00000	30	273.00000
cz_2	FG_01	PERIOD_005	9.29032	28.85965	Intermittent	Slow	96.00000	2.64575	7.50000	0.00076	LowVariable		0	1	96.00000	28800.00000	8640.00000	288.00000	30240.00000	31	288.00000
cz_2	FG_01	PERIOD_012	3.16129	17.60132		ExtremelySlow							0	1		9800.00000	2940.00000	98.00000	10290.00000	31	98.00000
cz_2	FG_02	PERIOD_001	23.41935	33.95760	Intermittent	Slow	66.00000	19.18333	3.00000	0.08448	HighlyVariable		0	1	66.00000	87120.00000	21780.00000	726.00000	90750.00000	31	726.00000
cz_2	FG_02	PERIOD_002	13.24138	27.89733	Intermittent	Slow	64.00000	21.44761	4.00000	0.11230	HighlyVariable		0	1	64.00000	46080.00000	11520.00000	384.00000	48000.00000	29	384.00000
cz_2	FG_02	PERIOD_003	16.32258	29.26817	Intermittent	Slow	56.22222	26.24299	3.75000	0.21788	HighlyVariable		0	1	56.22222	60720.00000	15180.00000	506.00000	63250.00000	31	506.00000
cz_2	FG_02	PERIOD_004	15.06667	32.23185	Intermittent	Slow	64.57143	35.94374	4.14286	0.30986	HighlyVariable		0	1	64.57154	54240.00000	13560.00000	452.00000	56500.00000	30	452.00000
cz_2	FG_02	PERIOD_005	18.74194	35.16908	Intermittent	Slow	72.62500	28.78461	3.33333	0.15709	HighlyVariable		0	1	72.62500	69720.00000	17430.00000	581.00000	72625.00000	31	581.00000
cz_2	FG_02	PERIOD_006	17.06667	28.26468	Intermittent	Slow	56.88889	18.63763	3.22222	0.10733	HighlyVariable		0	1	56.88889	61440.00000	15360.00000	512.00000	64000.00000	30	512.00000
cz_2	FG_02	PERIOD_007	15.19355	30.50620	Intermittent	Slow	58.87500	32.39240	3.33333	0.30271	HighlyVariable		0	1	58.87511	56520.00000	14130.00000	471.00000	58875.00000	31	471.00000
cz_2	FG_02	PERIOD_008	19.19355	34.26993	Intermittent	Slow	66.11111	30.24254	3.33333	0.20926	HighlyVariable		0	1	66.11111	71400.00000	17850.00000	595.00000	74375.00000	31	595.00000
cz_2	FG_02	PERIOD_009	15.20000	29.86914	Intermittent	Slow	65.14286	22.72611	3.62500	0.12171	HighlyVariable		0	1	65.14286	54720.00000	13680.00000	456.00000	57000.00000	30	456.00000
cz_2	FG_02	PERIOD_010	7.54839	19.63812	Intermittent	Lumpy	39.00000	29.01724	4.28571	0.55358	HighlyVariable		0	1	39.03139	28080.00000	7020.00000	234.00000	29250.00000	31	234.00000
cz_2	FG_02	PERIOD_011	19.83333	33.80582	Intermittent	Slow	59.50000	32.55849	2.90000	0.29943	HighlyVariable		0	1	59.50009	71400.00000	17850.00000	595.00000	74375.00000	30	595.00000
cz_2	FG_02	PERIOD_012	13.22581	31.82631	Intermittent	Slow	82.00000	23.39872	5.00000	0.08142	HighlyVariable		0	1	82.00000	49200.00000	12300.00000	410.00000	51250.00000	31	410.00000
cz_3	FG_01	PERIOD_001	21.41935	40.35408	Intermittent	Slow	94.85714	3.89138	4.28571	0.00168	LowVariable		0	1	94.85714	66400.00000	19920.00000	664.00000	69720.00000	31	664.00000
cz_3	FG_01	PERIOD_002	12.79310	32.60519	Intermittent	Slow	92.75000	5.85235	5.60000	0.00398	HighlyVariable		0	1	92.75000	37100.00000	11130.00000	371.00000	38955.00000	29	371.00000
cz_3	FG_01	PERIOD_004	15.70000	35.75313	Intermittent	Slow	94.20000	4.91935	4.83333	0.00273	HighlyVariable		0	1	94.20000	47100.00000	14130.00000	471.00000	49455.00000	30	471.00000
cz_3	FG_01	PERIOD_009	6.66667	36.51484		ExtremelySlow							0	1		20000.00000	6000.00000	200.00000	21000.00000	30	200.00000
cz_3	FG_02	PERIOD_001	19.61290	35.91441	Intermittent	Slow	60.80000	38.94954	3.33333	0.41039	HighlyVariable		0	1	60.80220	72960.00000	18240.00000	608.00000	76000.00000	31	608.00000
cz_3	FG_02	PERIOD_002	10.93103	24.77892	Intermittent	Lumpy	45.28571	32.40738	3.50000	0.51211	HighlyVariable		0	1	45.30263	38040.00000	9510.00000	317.00000	39625.00000	29	317.00000
cz_3	FG_02	PERIOD_003	18.32258	33.98959	Intermittent	Slow	56.80000	37.71766	3.33333	0.44095	HighlyVariable		0	1	56.80441	68160.00000	17040.00000	568.00000	71000.00000	31	568.00000
cz_3	FG_02	PERIOD_004	11.66667	22.70399	Intermittent	Slow	50.00000	15.97915	4.14286	0.10213	HighlyVariable		0	1	50.00000	42000.00000	10500.00000	350.00000	43750.00000	30	350.00000
cz_3	FG_02	PERIOD_005	9.70968	25.58410	Intermittent	Lumpy	50.16667	38.62340	4.28571	0.59275	HighlyVariable		0	1	50.20601	36120.00000	9030.00000	301.00000	37625.00000	31	301.00000
cz_3	FG_02	PERIOD_006	18.26667	34.53927	Intermittent	Slow	68.50000	31.77600	3.22222	0.21519	HighlyVariable		0	1	68.50000	65760.00000	16440.00000	548.00000	68500.00000	30	548.00000
cz_3	FG_02	PERIOD_007	17.58065	28.85570	Intermittent	Slow	54.50000	23.23431	2.72727	0.18175	HighlyVariable		0	1	54.50000	65400.00000	16350.00000	545.00000	68125.00000	31	545.00000
cz_3	FG_02	PERIOD_008	14.29032	28.66146	Intermittent	Slow	63.28571	22.13379	4.28571	0.12232	HighlyVariable		0	1	63.28571	53160.00000	13290.00000	443.00000	55375.00000	31	443.00000
cz_3	FG_02	PERIOD_009	9.33333	22.69032	Intermittent	Slow	46.66667	29.92435	4.14286	0.41118	HighlyVariable		0	1	46.66991	33600.00000	8400.00000	280.00000	35000.00000	30	280.00000
cz_3	FG_02	PERIOD_010	20.77419	33.86612	Intermittent	Slow	71.55556	14.59547	3.00000	0.04161	HighlyVariable		0	1	71.55556	77280.00000	19320.00000	644.00000	80500.00000	31	644.00000
cz_3	FG_02	PERIOD_011	12.56667	25.69138	Intermittent	Slow	53.85714	24.40921	4.14286	0.20541	HighlyVariable		0	1	53.85714	45240.00000	11310.00000	377.00000	47125.00000	30	377.00000
cz_3	FG_02	PERIOD_012	13.93548	30.19485	Intermittent	Slow	72.00000	21.29789	5.00000	0.08750	HighlyVariable		0	1	72.00000	51840.00000	12960.00000	432.00000	54000.00000	31	432.00000
cz_4	FG_01	PERIOD_001	15.38710	35.68069	Intermittent	Slow	95.40000	2.60768	6.00000	0.00075	LowVariable		0	1	95.40000	47700.00000	14310.00000	477.00000	50085.00000	31	477.00000
cz_4	FG_01	PERIOD_002	12.89655	32.86699	Intermittent	Slow	93.50000	5.80230	5.60000	0.00385	HighlyVariable		0	1	93.50000	37400.00000	11220.00000	374.00000	39270.00000	29	374.00000
cz_4	FG_01	PERIOD_003	6.00000	23.23790		ExtremelySlow							0	1		18600.00000	5580.00000	186.00000	19530.00000	31	186.00000
cz_4	FG_01	PERIOD_004	11.93333	30.99381	Intermittent	Slow	89.50000	5.44671	5.80000	0.00370	HighlyVariable		0	1	89.50000	35800.00000	10740.00000	358.00000	37590.00000	30	358.00000
cz_4	FG_01	PERIOD_011	3.33333	18.25742		ExtremelySlow							0	1		10000.00000	3000.00000	100.00000	10500.00000	30	100.00000
cz_4	FG_01	PERIOD_012	2.93548	16.34408		ExtremelySlow							0	1		9100.00000	2730.00000	91.00000	9555.00000	31	91.00000
cz_4	FG_02	PERIOD_001	16.58065	32.38289	Intermittent	Slow	57.11111	36.44669	3.75000	0.40726	HighlyVariable		0	1	57.11336	61680.00000	15420.00000	514.00000	64250.00000	31	514.00000
cz_4	FG_02	PERIOD_002	10.72414	23.50820	Intermittent	Slow	44.42857	28.84358	3.50000	0.42148	HighlyVariable		0	1	44.43280	37320.00000	9330.00000	311.00000	38875.00000	29	311.00000
cz_4	FG_02	PERIOD_003	19.70968	33.65134	Intermittent	Slow	61.10000	31.06069	3.33333	0.25843	HighlyVariable		0	1	61.10001	73320.00000	18330.00000	611.00000	76375.00000	31	611.00000
cz_4	FG_02	PERIOD_004	13.60000	27.23790	Intermittent	Slow	58.28571	23.39312	4.14286	0.16108	HighlyVariable		0	1	58.28571	48960.00000	12240.00000	408.00000	51000.00000	30	408.00000
cz_4	FG_02	PERIOD_005	14.06452	29.87634	Intermittent	Slow	62.28571	30.96619	3.75000	0.24717	HighlyVariable		0	1	62.28572	52320.00000	13080.00000	436.00000	54500.00000	31	436.00000
cz_4	FG_02	PERIOD_006	12.80000	26.44500	Intermittent	Slow	54.85714	26.23883	3.62500	0.22878	HighlyVariable		0	1	54.85715	46080.00000	11520.00000	384.00000	48000.00000	30	384.00000
cz_4	FG_02	PERIOD_007	14.67742	27.05598	Intermittent	Slow	50.55556	26.54294	3.00000	0.27565	HighlyVariable		0	1	50.55561	54600.00000	13650.00000	455.00000	56875.00000	31	455.00000
cz_4	FG_02	PERIOD_008	15.51613	31.51494	Intermittent	Lumpy	53.44444	38.00037	3.33333	0.50556	HighlyVariable		0	1	53.45769	57720.00000	14430.00000	481.00000	60125.00000	31	481.00000
cz_4	FG_02	PERIOD_009	15.10000	29.79395	Intermittent	Slow	64.71429	23.33605	3.62500	0.13003	HighlyVariable		0	1	64.71429	54360.00000	13590.00000	453.00000	56625.00000	30	453.00000
cz_4	FG_02	PERIOD_010	15.61290	33.27730	Intermittent	Slow	80.66667	18.62973	4.28571	0.05334	HighlyVariable		0	1	80.66667	58080.00000	14520.00000	484.00000	60500.00000	31	484.00000
cz_4	FG_02	PERIOD_011	17.90000	32.29001	Intermittent	Slow	67.12500	23.30811	3.22222	0.12057	HighlyVariable		0	1	67.12500	64440.00000	16110.00000	537.00000	67125.00000	30	537.00000
cz_4	FG_02	PERIOD_012	10.16129	20.22720	Intermittent	Slow	39.37500	20.94849	3.33333	0.28305	HighlyVariable		0	1	39.37513	37800.00000	9450.00000	315.00000	39375.00000	31	315.00000
cz_5	FG_01	PERIOD_001	12.09677	32.00558	Intermittent	Slow	93.75000	6.07591	6.00000	0.00420	HighlyVariable		0	1	93.75000	37500.00000	11250.00000	375.00000	39375.00000	31	375.00000
cz_5	FG_01	PERIOD_002	21.48276	38.88042	Intermittent	Slow	89.00000	6.63325	3.50000	0.00555	HighlyVariable		0	1	89.00000	62300.00000	18690.00000	623.00000	65415.00000	29	623.00000
cz_5	FG_01	PERIOD_003	5.87097	22.79728		ExtremelySlow							0	1		18200.00000	5460.00000	182.00000	19110.00000	31	182.00000
cz_5	FG_01	PERIOD_004	15.50000	35.30727	Intermittent	Slow	93.00000	5.33854	4.83333	0.00330	HighlyVariable		0	1	93.00000	46500.00000	13950.00000	465.00000	48825.00000	30	465.00000
cz_5	FG_01	PERIOD_009	13.33333	50.74163		ExtremelySlow							0	1		40000.00000	12000.00000	400.00000	42000.00000	30	400.00000
cz_5	FG_02	PERIOD_001	15.22581	29.88947	Intermittent	Slow	59.00000	29.61660	4.28571	0.25198	HighlyVariable		0	1	59.00001	56640.00000	14160.00000	472.00000	59000.00000	31	472.00000
cz_5	FG_02	PERIOD_002	11.20690	22.97418	Intermittent	Slow	54.16667	12.78150	4.00000	0.05568	HighlyVariable		0	1	54.16667	39000.00000	9750.00000	325.00000	40625.00000	29	325.00000
cz_5	FG_02	PERIOD_003	19.58065	32.96642	Intermittent	Slow	67.44444	21.06603	3.75000	0.09756	HighlyVariable		0	1	67.44444	72840.00000	18210.00000	607.00000	75875.00000	31	607.00000
cz_5	FG_02	PERIOD_004	18.80000	35.25219	Intermittent	Slow	70.50000	31.35055	3.22222	0.19775	HighlyVariable		0	1	70.50000	67680.00000	16920.00000	564.00000	70500.00000	30	564.00000
cz_5	FG_02	PERIOD_005	17.19355	29.42835	Intermittent	Slow	53.30000	27.35792	2.72727	0.26346	HighlyVariable		0	1	53.30003	63960.00000	15990.00000	533.00000	66625.00000	31	533.00000
cz_5	FG_02	PERIOD_006	18.50000	34.24430	Intermittent	Slow	69.37500	28.71504	3.22222	0.17132	HighlyVariable		0	1	69.37500	66600.00000	16650.00000	555.00000	69375.00000	30	555.00000
cz_5	FG_02	PERIOD_007	14.54839	27.61985	Intermittent	Slow	56.37500	23.96985	3.33333	0.18078	HighlyVariable		0	1	56.37500	54120.00000	13530.00000	451.00000	56375.00000	31	451.00000
cz_5	FG_02	PERIOD_008	15.00000	29.51949	Intermittent	Slow	51.66667	33.71202	3.33333	0.42574	HighlyVariable		0	1	51.67042	55800.00000	13950.00000	465.00000	58125.00000	31	465.00000
cz_5	FG_02	PERIOD_009	14.66667	29.02001	Intermittent	Slow	55.00000	30.88226	3.22222	0.31528	HighlyVariable		0	1	55.00020	52800.00000	13200.00000	440.00000	55000.00000	30	440.00000
cz_5	FG_02	PERIOD_010	13.77419	27.62210	Intermittent	Slow	53.37500	29.22786	3.33333	0.29986	HighlyVariable		0	1	53.37512	51240.00000	12810.00000	427.00000	53375.00000	31	427.00000
cz_5	FG_02	PERIOD_011	17.43333	31.49240	Intermittent	Slow	52.30000	34.19893	2.63636	0.42758	HighlyVariable		0	1	52.30382	62760.00000	15690.00000	523.00000	65375.00000	30	523.00000
cz_5	FG_02	PERIOD_012	19.45161	34.74271	Intermittent	Slow	75.37500	18.85992	3.33333	0.06261	HighlyVariable		0	1	75.37500	72360.00000	18090.00000	603.00000	75375.00000	31	603.00000
cz_6	FG_01	PERIOD_001	15.12903	35.14801	Intermittent	Slow	93.80000	6.41872	6.00000	0.00468	HighlyVariable		0	1	93.80000	46900.00000	14070.00000	469.00000	49245.00000	31	469.00000
cz_6	FG_01	PERIOD_002	9.55172	28.65507	Intermittent	Slow	92.33333	5.50757	7.00000	0.00356	HighlyVariable		0	1	92.33333	27700.00000	8310.00000	277.00000	29085.00000	29	277.00000
cz_6	FG_01	PERIOD_003	3.09677	17.24211		ExtremelySlow							0	1		9600.00000	2880.00000	96.00000	10080.00000	31	96.00000
cz_6	FG_01	PERIOD_004	21.33333	39.43509	Intermittent	Slow	91.42857	6.29437	3.62500	0.00474	HighlyVariable		0	1	91.42857	64000.00000	19200.00000	640.00000	67200.00000	30	640.00000
cz_6	FG_02	PERIOD_001	12.06452	25.85593	Intermittent	Slow	46.75000	31.81082	4.28571	0.46301	HighlyVariable		0	1	46.75810	44880.00000	11220.00000	374.00000	46750.00000	31	374.00000
cz_6	FG_02	PERIOD_002	19.65517	34.27648	Intermittent	Slow	71.25000	22.32071	3.11111	0.09814	HighlyVariable		0	1	71.25000	68400.00000	17100.00000	570.00000	71250.00000	29	570.00000
cz_6	FG_02	PERIOD_003	18.48387	26.82644	Intermittent	Slow	52.09091	15.27386	3.00000	0.08598	HighlyVariable		0	1	52.09091	68760.00000	17190.00000	573.00000	71625.00000	31	573.00000
cz_6	FG_02	PERIOD_004	13.80000	29.52895	Intermittent	Slow	59.14286	32.95162	4.14286	0.31042	HighlyVariable		0	1	59.14300	49680.00000	12420.00000	414.00000	51750.00000	30	414.00000
cz_6	FG_02	PERIOD_005	8.77419	23.97736	Intermittent	Lumpy	38.85714	38.86913	3.75000	1.00062	HighlyVariable		0	1	39.36042	32640.00000	8160.00000	272.00000	34000.00000	31	272.00000
cz_6	FG_02	PERIOD_006	22.56667	36.27546	Intermittent	Slow	67.70000	29.07099	2.90000	0.18439	HighlyVariable		0	1	67.70000	81240.00000	20310.00000	677.00000	84625.00000	30	677.00000
cz_6	FG_02	PERIOD_007	12.64516	28.75940	Intermittent	Slow	56.00000	36.09709	3.75000	0.41550	HighlyVariable		0	1	56.00275	47040.00000	11760.00000	392.00000	49000.00000	31	392.00000
cz_6	FG_02	PERIOD_008	13.58065	26.51889	Intermittent	Slow	60.14286	15.78426	3.75000	0.06888	HighlyVariable		0	1	60.14286	50520.00000	12630.00000	421.00000	52625.00000	31	421.00000
cz_6	FG_02	PERIOD_009	15.26667	30.37914	Intermittent	Slow	65.42857	25.13203	3.62500	0.14754	HighlyVariable		0	1	65.42857	54960.00000	13740.00000	458.00000	57250.00000	30	458.00000
cz_6	FG_02	PERIOD_010	11.00000	26.93820	Intermittent	Lumpy	37.88889	39.68767	3.00000	1.09720	HighlyVariable		0	1	38.58318	40920.00000	10230.00000	341.00000	42625.00000	31	341.00000
cz_6	FG_02	PERIOD_011	13.50000	23.32048	Intermittent	Slow	45.00000	19.41005	2.90000	0.18605	HighlyVariable		0	1	45.00000	48600.00000	12150.00000	405.00000	50625.00000	30	405.00000
cz_6	FG_02	PERIOD_012	9.80645	25.51133	Intermittent	Slow	60.80000	31.71277	5.00000	0.27206	HighlyVariable		0	1	60.80003	36480.00000	9120.00000	304.00000	38000.00000	31	304.00000
cz_7	FG_01	PERIOD_001	5.83871	22.60988		ExtremelySlow							0	1		18100.00000	5430.00000	181.00000	19005.00000	31	181.00000
cz_7	FG_01	PERIOD_002	12.58621	32.11421	Intermittent	Slow	91.25000	7.41058	5.60000	0.00660	HighlyVariable		0	1	91.25000	36500.00000	10950.00000	365.00000	38325.00000	29	365.00000
cz_7	FG_01	PERIOD_003	8.93548	27.91049	Intermittent	Slow	92.33333	11.59023	7.50000	0.01576	HighlyVariable		0	1	92.33333	27700.00000	8310.00000	277.00000	29085.00000	31	277.00000
cz_7	FG_01	PERIOD_004	9.20000	28.11602	Intermittent	Slow	92.00000	6.00000	7.25000	0.00425	HighlyVariable		0	1	92.00000	27600.00000	8280.00000	276.00000	28980.00000	30	276.00000
cz_7	FG_01	PERIOD_010	9.70968	54.06120		ExtremelySlow							0	1		30100.00000	9030.00000	301.00000	31605.00000	31	301.00000
cz_7	FG_01	PERIOD_011	3.33333	18.25742		ExtremelySlow							0	1		10000.00000	3000.00000	100.00000	10500.00000	30	100.00000
cz_7	FG_02	PERIOD_001	12.06452	26.57936	Intermittent	Slow	62.33333	21.87845	5.00000	0.12319	HighlyVariable		0	1	62.33333	44880.00000	11220.00000	374.00000	46750.00000	31	374.00000
cz_7	FG_02	PERIOD_002	16.20690	32.92457	Intermittent	Slow	67.14286	32.69265	3.50000	0.23708	HighlyVariable		0	1	67.14286	56400.00000	14100.00000	470.00000	58750.00000	29	470.00000
cz_7	FG_02	PERIOD_003	19.12903	33.85631	Intermittent	Slow	65.88889	28.85067	3.33333	0.19173	HighlyVariable		0	1	65.88889	71160.00000	17790.00000	593.00000	74125.00000	31	593.00000
cz_7	FG_02	PERIOD_004	14.56667	30.48876	Intermittent	Slow	54.62500	36.74599	3.62500	0.45252	HighlyVariable		0	1	54.63068	52440.00000	13110.00000	437.00000	54625.00000	30	437.00000
cz_7	FG_02	PERIOD_005	12.03226	26.47701	Intermittent	Slow	62.16667	21.59089	4.28571	0.12062	HighlyVariable		0	1	62.16667	44760.00000	11190.00000	373.00000	46625.00000	31	373.00000
cz_7	FG_02	PERIOD_006	17.03333	31.08551	Intermittent	Slow	56.77778	31.05148	3.22222	0.29909	HighlyVariable		0	1	56.77788	61320.00000	15330.00000	511.00000	63875.00000	30	511.00000
cz_7	FG_02	PERIOD_007	15.35484	27.32099	Intermittent	Slow	59.50000	14.04076	3.75000	0.05569	HighlyVariable		0	1	59.50000	57120.00000	14280.00000	476.00000	59500.00000	31	476.00000
cz_7	FG_02	PERIOD_008	11.25806	26.22082	Intermittent	Slow	49.85714	34.53225	3.75000	0.47973	HighlyVariable		0	1	49.86691	41880.00000	10470.00000	349.00000	43625.00000	31	349.00000
cz_7	FG_02	PERIOD_009	19.50000	31.77263	Intermittent	Slow	58.50000	26.79241	2.90000	0.20975	HighlyVariable		0	1	58.50000	70200.00000	17550.00000	585.00000	73125.00000	30	585.00000
cz_7	FG_02	PERIOD_010	11.90323	23.48525	Intermittent	Slow	52.71429	15.74499	3.75000	0.08921	HighlyVariable		0	1	52.71429	44280.00000	11070.00000	369.00000	46125.00000	31	369.00000
cz_7	FG_02	PERIOD_011	16.93333	32.29063	Intermittent	Slow	63.50000	30.66408	3.62500	0.23319	HighlyVariable		0	1	63.50000	60960.00000	15240.00000	508.00000	63500.00000	30	508.00000
cz_7	FG_02	PERIOD_012	10.03226	21.71096	Intermittent	Slow	51.83333	15.10519	4.28571	0.08492	HighlyVariable		0	1	51.83333	37320.00000	9330.00000	311.00000	38875.00000	31	311.00000
cz_8	FG_01	PERIOD_001	11.64516	30.78262	Intermittent	Slow	90.25000	4.11299	6.00000	0.00208	HighlyVariable		0	1	90.25000	36100.00000	10830.00000	361.00000	37905.00000	31	361.00000
cz_8	FG_01	PERIOD_002	19.58621	39.09377	Intermittent	Slow	94.66667	5.42832	4.00000	0.00329	HighlyVariable		0	1	94.66667	56800.00000	17040.00000	568.00000	59640.00000	29	568.00000
cz_8	FG_01	PERIOD_003	6.03226	23.35021		ExtremelySlow							0	1		18700.00000	5610.00000	187.00000	19635.00000	31	187.00000
cz_8	FG_01	PERIOD_004	16.10000	36.62423	Intermittent	Slow	96.60000	2.07364	4.83333	0.00046	LowVariable		0	1	96.60000	48300.00000	14490.00000	483.00000	50715.00000	30	483.00000
cz_8	FG_01	PERIOD_005	3.12903	17.42171		ExtremelySlow							0	1		9700.00000	2910.00000	97.00000	10185.00000	31	97.00000
cz_8	FG_02	PERIOD_001	16.96774	32.63075	Intermittent	Lumpy	52.60000	38.29766	3.33333	0.53012	HighlyVariable		0	1	52.61863	63120.00000	15780.00000	526.00000	65750.00000	31	526.00000
cz_8	FG_02	PERIOD_002	12.17241	26.34126	Intermittent	Slow	50.42857	31.42110	3.50000	0.38823	HighlyVariable		0	1	50.43035	42360.00000	10590.00000	353.00000	44125.00000	29	353.00000
cz_8	FG_02	PERIOD_003	19.93548	33.98327	Intermittent	Slow	61.80000	31.22250	3.33333	0.25525	HighlyVariable		0	1	61.80001	74160.00000	18540.00000	618.00000	77250.00000	31	618.00000
cz_8	FG_02	PERIOD_004	12.06667	24.98680	Intermittent	Slow	51.71429	25.01143	4.14286	0.23391	HighlyVariable		0	1	51.71429	43440.00000	10860.00000	362.00000	45250.00000	30	362.00000
cz_8	FG_02	PERIOD_005	14.96774	27.08072	Intermittent	Slow	51.55556	25.06048	3.00000	0.23628	HighlyVariable		0	1	51.55556	55680.00000	13920.00000	464.00000	58000.00000	31	464.00000
cz_8	FG_02	PERIOD_006	13.80000	26.43065	Intermittent	Slow	51.75000	25.48809	3.62500	0.24258	HighlyVariable		0	1	51.75001	49680.00000	12420.00000	414.00000	51750.00000	30	414.00000
cz_8	FG_02	PERIOD_007	21.45161	34.77627	Intermittent	Slow	66.50000	26.50891	3.33333	0.15891	HighlyVariable		0	1	66.50000	79800.00000	19950.00000	665.00000	83125.00000	31	665.00000
cz_8	FG_02	PERIOD_008	16.77419	32.51124	Intermittent	Slow	74.28571	17.33700	3.75000	0.05447	HighlyVariable		0	1	74.28571	62400.00000	15600.00000	520.00000	65000.00000	31	520.00000
cz_8	FG_02	PERIOD_009	12.26667	26.23361	Intermittent	Slow	61.33333	19.50043	4.83333	0.10109	HighlyVariable		0	1	61.33333	44160.00000	11040.00000	368.00000	46000.00000	30	368.00000
