SiteName	ProductName	PeriodName	ScenarioID	StepNumber	StatisticSource	TotalDemandQty	NonZeroDemandQtyMean	NonZeroDemandQtyStdDev	DemandQtyMean	DemandQtyStdDev	DemandIntervalMean	COV	MinDemand	MaxDemand	AggregationPeriodCount	OrderCount	Outliers	PotentialRevenue	CostOfGoods	TotalWeight	TotalCube	Intermittency	Variability	Clumpiness	DemandClass	DemandClassDetails
cz_6	FG_01	PERIOD_001	1	1	Guru Calculation from Demand	469	469		15.1290322580645	84.2348866505574			469	469	31	1	0	49245	46900	14070	469				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_001	1	1	Guru Calculation from Demand	374	374		12.0645161290323	67.1723829580138			374	374	31	1	0	46750	44880	11220	374				ExtremelySlow	ExtremelySlow
cz_7	FG_01	PERIOD_001	1	1	Guru Calculation from Demand	181	181		5.83870967741936	32.5085596668462			181	181	31	1	0	19005	18100	5430	181				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_001	1	1	Guru Calculation from Demand	374	374		12.0645161290323	67.1723829580138			374	374	31	1	0	46750	44880	11220	374				ExtremelySlow	ExtremelySlow
cz_8	FG_01	PERIOD_001	1	1	Guru Calculation from Demand	361	361		11.6451612903226	64.8375140316657			361	361	31	1	0	37905	36100	10830	361				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_001	1	1	Guru Calculation from Demand	526	526		16.9677419354839	94.4723888660836			526	526	31	1	0	65750	63120	15780	526				ExtremelySlow	ExtremelySlow
cz_1	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	684	684		23.5862068965517	127.015611313103			684	684	29	1	0	71820	68400	20520	684				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	547.5	547.5		18.8793103448276	101.668197651936			547.5	547.5	29	1	0	68437.5	65700	16425	547.5				ExtremelySlow	ExtremelySlow
cz_2	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	622	622		21.448275862069	115.502500346126			622	622	29	1	0	65310	62200	18660	622				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	384	384		13.2413793103448	71.3070098599879			384	384	29	1	0	48000	46080	11520	384				ExtremelySlow	ExtremelySlow
cz_3	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	371	371		12.7931034482759	68.8929704636863			371	371	29	1	0	38955	37100	11130	371				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	317	317		10.9310344827586	58.8654222021254			317	317	29	1	0	39625	38040	9510	317				ExtremelySlow	ExtremelySlow
cz_4	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	374	374		12.8965517241379	69.4500564782174			374	374	29	1	0	39270	37400	11220	374				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	311	311		10.7241379310345	57.7512501730631			311	311	29	1	0	38875	37320	9330	311				ExtremelySlow	ExtremelySlow
cz_5	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	623	623		21.4827586206897	115.688195684303			623	623	29	1	0	65415	62300	18690	623				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	325	325		11.2068965517241	60.3509849075418			325	325	29	1	0	40625	39000	9750	325				ExtremelySlow	ExtremelySlow
cz_6	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	277	277		9.55172413793103	51.4376086750433			277	277	29	1	0	29085	27700	8310	277				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	570	570		19.6551724137931	105.84634276092			570	570	29	1	0	71250	68400	17100	570				ExtremelySlow	ExtremelySlow
cz_7	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	365	365		12.5862068965517	67.7787984346239			365	365	29	1	0	38325	36500	10950	365				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	470	470		16.2068965517241	87.2768089432143			470	470	29	1	0	58750	56400	14100	470				ExtremelySlow	ExtremelySlow
cz_8	FG_01	PERIOD_002	1	1	Guru Calculation from Demand	568	568		19.5862068965517	105.474952084565			568	568	29	1	0	59640	56800	17040	568				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_002	1	1	Guru Calculation from Demand	353	353		12.1724137931034	65.5504543764993			353	353	29	1	0	44125	42360	10590	353				ExtremelySlow	ExtremelySlow
cz_1	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	145.5	145.5		4.69354838709678	26.1325714448957			145.5	145.5	31	1	0	15277.5	14550	4365	145.5				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	931.5	931.5		30.0483870967742	167.302338837941			931.5	931.5	31	1	0	116437.5	111780	27945	931.5				ExtremelySlow	ExtremelySlow
cz_2	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	285	285		9.19354838709677	51.1875110776309			285	285	31	1	0	29925	28500	8550	285				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	506	506		16.3225806451613	90.8802828255481			506	506	31	1	0	63250	60720	15180	506				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	568	568		18.3225806451613	102.015811551208			568	568	31	1	0	71000	68160	17040	568				ExtremelySlow	ExtremelySlow
cz_4	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	186	186		6	33.4065861769801			186	186	31	1	0	19530	18600	5580	186				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	611	611		19.7096774193548	109.738839538359			611	611	31	1	0	76375	73320	18330	611				ExtremelySlow	ExtremelySlow
cz_5	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	182	182		5.87096774193548	32.688164968873			182	182	31	1	0	19110	18200	5460	182				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	607	607		19.5806451612903	109.020418330252			607	607	31	1	0	75875	72840	18210	607				ExtremelySlow	ExtremelySlow
cz_6	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	96	96		3.09677419354839	17.2421089945704			96	96	31	1	0	10080	9600	2880	96				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	573	573		18.4838709677419	102.913838061342			573	573	31	1	0	71625	68760	17190	573				ExtremelySlow	ExtremelySlow
cz_7	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	277	277		8.93548387096774	49.7506686614166			277	277	31	1	0	29085	27700	8310	277				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	593	593		19.1290322580645	106.505944101878			593	593	31	1	0	74125	71160	17790	593				ExtremelySlow	ExtremelySlow
cz_8	FG_01	PERIOD_003	1	1	Guru Calculation from Demand	187	187		6.03225806451613	33.5861914790069			187	187	31	1	0	19635	18700	5610	187				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_003	1	1	Guru Calculation from Demand	618	618		19.9354838709677	110.996076652547			618	618	31	1	0	77250	74160	18540	618				ExtremelySlow	ExtremelySlow
cz_1	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	979.5	979.5		32.65	178.831415025437			979.5	979.5	30	1	0	102847.5	97950	29385	979.5				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	691.5	691.5		23.05	126.250049504941			691.5	691.5	30	1	0	86437.5	82980	20745	691.5				ExtremelySlow	ExtremelySlow
cz_2	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	273	273		9.1	49.8427527329701			273	273	30	1	0	28665	27300	8190	273				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	452	452		15.0666666666667	82.523531997445			452	452	30	1	0	56500	54240	13560	452				ExtremelySlow	ExtremelySlow
cz_3	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	471	471		15.7	85.9924415283111			471	471	30	1	0	49455	47100	14130	471				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	350	350		11.6666666666667	63.9009650422694			350	350	30	1	0	43750	42000	10500	350				ExtremelySlow	ExtremelySlow
cz_4	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	358	358		11.9333333333333	65.3615585289498			358	358	30	1	0	37590	35800	10740	358				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	408	408		13.6	74.4902678207026			408	408	30	1	0	51000	48960	12240	408				ExtremelySlow	ExtremelySlow
cz_5	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	465	465		15.5	84.8969964133007			465	465	30	1	0	48825	46500	13950	465				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	564	564		18.8	102.971840810971			564	564	30	1	0	70500	67680	16920	564				ExtremelySlow	ExtremelySlow
cz_6	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	640	640		21.3333333333333	116.847478934435			640	640	30	1	0	67200	64000	19200	640				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	414	414		13.8	75.5857129357129			414	414	30	1	0	51750	49680	12420	414				ExtremelySlow	ExtremelySlow
cz_7	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	276	276		9.2	50.3904752904753			276	276	30	1	0	28980	27600	8280	276				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	437	437		14.5666666666667	79.7849192099192			437	437	30	1	0	54625	52440	13110	437				ExtremelySlow	ExtremelySlow
cz_8	FG_01	PERIOD_004	1	1	Guru Calculation from Demand	483	483		16.1	88.1833317583317			483	483	30	1	0	50715	48300	14490	483				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_004	1	1	Guru Calculation from Demand	362	362		12.0666666666667	66.09185527229			362	362	30	1	0	45250	43440	10860	362				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	762	762		24.5806451612903	136.859240144402			762	762	31	1	0	95250	91440	22860	762				ExtremelySlow	ExtremelySlow
cz_2	FG_01	PERIOD_005	1	1	Guru Calculation from Demand	288	288		9.29032258064516	51.7263269837112			288	288	31	1	0	30240	28800	8640	288				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	581	581		18.741935483871	104.350680477556			581	581	31	1	0	72625	69720	17430	581				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	301	301		9.70967741935484	54.0611959100592			301	301	31	1	0	37625	36120	9030	301				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	436	436		14.0645161290323	78.3079116836738			436	436	31	1	0	54500	52320	13080	436				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	533	533		17.1935483870968	95.7296259802711			533	533	31	1	0	66625	63960	15990	533				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	272	272		8.7741935483871	48.8526421512828			272	272	31	1	0	34000	32640	8160	272				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	373	373		12.0322580645161	66.992777655987			373	373	31	1	0	46625	44760	11190	373				ExtremelySlow	ExtremelySlow
cz_8	FG_01	PERIOD_005	1	1	Guru Calculation from Demand	97	97		3.12903225806452	17.4217142965972			97	97	31	1	0	10185	9700	2910	97				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_005	1	1	Guru Calculation from Demand	464	464		14.9677419354839	83.3368601404235			464	464	31	1	0	58000	55680	13920	464				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	880.5	880.5		29.35	160.756570627766			880.5	880.5	30	1	0	110062.5	105660	26415	880.5				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	512	512		17.0666666666667	93.4779831475483			512	512	30	1	0	64000	61440	15360	512				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	548	548		18.2666666666667	100.05065383761			548	548	30	1	0	68500	65760	16440	548				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	384	384		12.8	70.1084873606613			384	384	30	1	0	48000	46080	11520	384				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	555	555		18.5	101.328673138456			555	555	30	1	0	69375	66600	16650	555				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	677	677		22.5666666666667	123.602723810332			677	677	30	1	0	84625	81240	20310	677				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	511	511		17.0333333333333	93.2954089617133			511	511	30	1	0	63875	61320	15330	511				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_006	1	1	Guru Calculation from Demand	414	414		13.8	75.5857129357129			414	414	30	1	0	51750	49680	12420	414				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	720	720		23.2258064516129	129.315817459278			720	720	31	1	0	90000	86400	21600	720				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	471	471		15.1935483870968	84.594097254611			471	471	31	1	0	58875	56520	14130	471				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	545	545		17.5806451612903	97.8848896045923			545	545	31	1	0	68125	65400	16350	545				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	455	455		14.6774193548387	81.7204124221826			455	455	31	1	0	56875	54600	13650	455				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	451	451		14.5483870967742	81.0019912140754			451	451	31	1	0	56375	54120	13530	451				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	392	392		12.6451612903226	70.4052783944957			392	392	31	1	0	49000	47040	11760	392				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	476	476		15.3548387096774	85.4921237647448			476	476	31	1	0	59500	57120	14280	476				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_007	1	1	Guru Calculation from Demand	665	665		21.4516129032258	119.437525847805			665	665	31	1	0	83125	79800	19950	665				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	643.5	643.5		20.758064516129	115.57601185423			643.5	643.5	31	1	0	80437.5	77220	19305	643.5				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	595	595		19.1935483870968	106.865154705931			595	595	31	1	0	74375	71400	17850	595				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	443	443		14.2903225806452	79.5651487978613			443	443	31	1	0	55375	53160	13290	443				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	481	481		15.5161290322581	86.3901502748787			481	481	31	1	0	60125	57720	14430	481				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	465	465		15	83.5164654424503			465	465	31	1	0	58125	55800	13950	465				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	421	421		13.5806451612903	75.6138321532722			421	421	31	1	0	52625	50520	12630	421				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	349	349		11.258064516129	62.6822504073444			349	349	31	1	0	43625	41880	10470	349				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_008	1	1	Guru Calculation from Demand	520	520		16.7741935483871	93.3947570539229			520	520	31	1	0	65000	62400	15600	520				ExtremelySlow	ExtremelySlow
cz_1	FG_01	PERIOD_009	1	1	Guru Calculation from Demand	300	300		10	54.7722557505166			300	300	30	1	0	31500	30000	9000	300				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	789	789		26.3	144.051032623859			789	789	30	1	0	98625	94680	23670	789				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	456	456		15.2	83.2538287407853			456	456	30	1	0	57000	54720	13680	456				ExtremelySlow	ExtremelySlow
cz_3	FG_01	PERIOD_009	1	1	Guru Calculation from Demand	200	200		6.66666666666667	36.5148371670111			200	200	30	1	0	21000	20000	6000	200				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	280	280		9.33333333333333	51.1207720338155			280	280	30	1	0	35000	33600	8400	280				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	453	453		15.1	82.7061061832801			453	453	30	1	0	56625	54360	13590	453				ExtremelySlow	ExtremelySlow
cz_5	FG_01	PERIOD_009	1	1	Guru Calculation from Demand	400	400		13.3333333333333	73.0296743340222			400	400	30	1	0	42000	40000	12000	400				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	440	440		14.6666666666667	80.3326417674243			440	440	30	1	0	55000	52800	13200	440				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	458	458		15.2666666666667	83.6189771124554			458	458	30	1	0	57250	54960	13740	458				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	585	585		19.5	106.805898713507			585	585	30	1	0	73125	70200	17550	585				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_009	1	1	Guru Calculation from Demand	368	368		12.2666666666667	67.1873003873004			368	368	30	1	0	46000	44160	11040	368				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	918	918		29.6129032258064	164.877667260579			918	918	31	1	0	114750	110160	27540	918				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	234	234		7.54838709677419	42.0276406742653			234	234	31	1	0	29250	28080	7020	234				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	644	644		20.7741935483871	115.665814505243			644	644	31	1	0	80500	77280	19320	644				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	484	484		15.6129032258065	86.928966180959			484	484	31	1	0	60500	58080	14520	484				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	427	427		13.7741935483871	76.6914639654329			427	427	31	1	0	53375	51240	12810	427				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	341	341		11	61.2454079911302			341	341	31	1	0	42625	40920	10230	341				ExtremelySlow	ExtremelySlow
cz_7	FG_01	PERIOD_010	1	1	Guru Calculation from Demand	301	301		9.70967741935484	54.0611959100592			301	301	31	1	0	31605	30100	9030	301				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	369	369		11.9032258064516	66.2743564478799			369	369	31	1	0	46125	44280	11070	369				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_010	1	1	Guru Calculation from Demand	305	305		9.83870967741936	54.7796171181663			305	305	31	1	0	38125	36600	9150	305				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	646.5	646.5		21.55	118.034211142363			646.5	646.5	30	1	0	80812.5	77580	19395	646.5				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	595	595		19.8333333333333	108.631640571858			595	595	30	1	0	74375	71400	17850	595				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	377	377		12.5666666666667	68.8304680598159			377	377	30	1	0	47125	45240	11310	377				ExtremelySlow	ExtremelySlow
cz_4	FG_01	PERIOD_011	1	1	Guru Calculation from Demand	100	100		3.33333333333333	18.2574185835055			100	100	30	1	0	10500	10000	3000	100				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	537	537		17.9	98.0423377934248			537	537	30	1	0	67125	64440	16110	537				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	523	523		17.4333333333333	95.486299191734			523	523	30	1	0	65375	62760	15690	523				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	405	405		13.5	73.9425452631974			405	405	30	1	0	50625	48600	12150	405				ExtremelySlow	ExtremelySlow
cz_7	FG_01	PERIOD_011	1	1	Guru Calculation from Demand	100	100		3.33333333333333	18.2574185835055			100	100	30	1	0	10500	10000	3000	100				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	508	508		16.9333333333333	92.7476864042081			508	508	30	1	0	63500	60960	15240	508				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_011	1	1	Guru Calculation from Demand	420	420		14	76.6811580507233			420	420	30	1	0	52500	50400	12600	420				ExtremelySlow	ExtremelySlow
cz_1	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	496.5	496.5		16.0161290322581	89.1740324562937			496.5	496.5	31	1	0	62062.5	59580	14895	496.5				ExtremelySlow	ExtremelySlow
cz_2	FG_01	PERIOD_012	1	1	Guru Calculation from Demand	98.0000000000001	98		3.16129032258065	17.6013195986239			98	98	31	1	0	10290	9800	2940	98				ExtremelySlow	ExtremelySlow
cz_2	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	410	410		13.2258064516129	73.6381738309777			410	410	31	1	0	51250	49200	12300	410				ExtremelySlow	ExtremelySlow
cz_3	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	432	432		13.9354838709677	77.5894904755668			432	432	31	1	0	54000	51840	12960	432				ExtremelySlow	ExtremelySlow
cz_4	FG_01	PERIOD_012	1	1	Guru Calculation from Demand	91	91		2.93548387096774	16.3440824844365			91	91	31	1	0	9555	9100	2730	91				ExtremelySlow	ExtremelySlow
cz_4	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	315	315		10.1612903225806	56.5756701384341			315	315	31	1	0	39375	37800	9450	315				ExtremelySlow	ExtremelySlow
cz_5	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	603	603		19.4516129032258	108.301997122145			603	603	31	1	0	75375	72360	18090	603				ExtremelySlow	ExtremelySlow
cz_6	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	304	304		9.80645161290323	54.6000118161396			304	304	31	1	0	38000	36480	9120	304				ExtremelySlow	ExtremelySlow
cz_7	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	311	311		10.0322580645161	55.857248930327			311	311	31	1	0	38875	37320	9330	311				ExtremelySlow	ExtremelySlow
cz_8	FG_02	PERIOD_012	1	1	Guru Calculation from Demand	560	560		18.0645161290323	100.578969134994			560	560	31	1	0	70000	67200	16800	560				ExtremelySlow	ExtremelySlow
